2026-08-11 11:43:15,566 | root || INFO | 分页查询用户，第1页，每页5条
2026-08-11 14:00:38,956 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:00:39,317 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:00:39,565 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:39,789 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:39,792 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 14:00:40,216 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:00:40,441 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:40,584 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:40,590 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:00:40,909 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:00:41,145 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:41,358 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:41,363 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 14:00:53,758 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:53,986 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:54,013 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:00:54,243 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:54,488 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:00:54,490 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:01:25,658 | root || INFO | 查询全部老师列表
2026-08-11 14:01:25,919 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:01:25,921 | root || INFO | 全部老师查询结果：4条
2026-08-11 14:01:29,256 | root || INFO | 查询全部老师列表
2026-08-11 14:01:29,515 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:01:29,521 | root || INFO | 全部老师查询结果：4条
2026-08-11 14:01:32,023 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:01:32,238 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:01:32,469 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:01:32,476 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:01:38,754 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:01:38,979 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:01:39,227 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:01:39,232 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:03:42,533 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:03:42,606 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:03:42,613 | root || INFO | 班级学生数统计：4个班级，共6名学生（未分班0）
2026-08-11 14:03:42,723 | root || INFO | 查询全部班级信息
2026-08-11 14:03:42,815 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:03:42,821 | root || INFO | 全部班级查询结果：4条
2026-08-11 14:03:42,829 | root || INFO | 分页查询班级，第1页，每页3条
2026-08-11 14:03:42,912 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:03:42,985 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:03:42,989 | root || INFO | 分页查询：第1/2页，3条，共4条
2026-08-11 14:03:42,994 | root || INFO | 查询编号为1的班级信息
2026-08-11 14:03:43,083 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:04:13,731 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:04:13,967 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:04:14,169 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:04:14,174 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:04:19,237 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:04:19,509 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:04:19,536 | root || INFO | 分页查询用户，第1页，每页1条
2026-08-11 14:04:19,757 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:04:19,982 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:04:19,999 | root || INFO | 分页查询：第1/6页，1条，共6条
2026-08-11 14:05:17,646 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:05:40,185 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:05:40,281 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:05:40,326 | root || INFO | 分页查询用户，第1页，每页1条
2026-08-11 14:05:40,411 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:05:40,488 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:05:40,492 | root || INFO | 分页查询：第1/6页，1条，共6条
2026-08-11 14:06:08,851 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:06:09,644 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:06:09,936 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:06:09,963 | root || INFO | 分页查询用户，第1页，每页1条
2026-08-11 14:06:10,230 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:06:10,498 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:06:10,503 | root || INFO | 分页查询：第1/6页，1条，共6条
2026-08-11 14:06:12,945 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:06:13,188 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:06:13,432 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:06:13,439 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:07:43,509 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:07:43,742 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:07:43,775 | root || INFO | 分页查询用户，第1页，每页1条
2026-08-11 14:07:44,021 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:07:44,255 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:07:44,262 | root || INFO | 分页查询：第1/6页，1条，共6条
2026-08-11 14:07:45,644 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:07:45,882 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:07:46,169 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:07:46,180 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:08:39,682 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:08:39,926 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:08:40,113 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:08:40,120 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:19:11,066 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:19:11,323 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:11,564 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:11,572 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:19:12,870 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:19:13,447 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:13,722 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:13,726 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:19:21,609 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:19:21,857 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:22,074 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:22,079 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:19:29,235 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:19:29,449 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:29,676 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:29,688 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:19:34,849 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:19:35,067 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:35,226 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:35,233 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:19:45,166 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:19:45,403 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:45,576 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:45,580 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:19:54,529 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:19:54,771 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:55,009 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:19:55,013 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:20:01,879 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:20:02,091 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:20:02,261 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:20:02,267 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:20:05,888 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:20:06,146 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:20:06,361 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:20:06,365 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:23:16,067 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:23:16,311 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:23:16,509 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:23:16,515 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:23:18,842 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:23:19,344 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:23:19,583 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:23:19,589 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:25:01,921 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:25:02,192 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:25:02,410 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:25:02,417 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:47:44,936 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:47:45,593 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:47:46,233 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:47:46,239 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:47:50,231 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:47:50,459 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:47:50,682 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:47:50,698 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:47:53,144 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:47:53,346 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:47:53,603 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:47:53,614 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:48:19,081 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:48:19,297 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:48:19,547 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:48:19,554 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 14:48:29,682 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:48:29,935 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:48:30,174 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:48:30,181 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:49:14,785 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:15,002 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:15,022 | root || INFO | 新增老师，插入6条
2026-08-11 14:49:15,657 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:49:15,910 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:16,134 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:16,149 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 14:49:23,000 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 14:49:23,235 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:23,431 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:23,435 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 14:49:23,822 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:49:24,056 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:24,292 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:24,303 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 14:49:30,458 | root || INFO | 查询全部老师列表
2026-08-11 14:49:30,707 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:30,714 | root || INFO | 全部老师查询结果：5条
2026-08-11 14:49:40,778 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:41,431 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 14:49:41,657 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:41,875 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 14:49:41,881 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:24:43,566 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:45,443 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:45,690 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:45,740 | root || INFO | 分页查询用户，第1页，每页1条
2026-08-11 15:24:45,914 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:46,119 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:46,124 | root || INFO | 分页查询：第1/6页，1条，共6条
2026-08-11 15:24:48,243 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 15:24:48,458 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:48,758 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:48,763 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:24:52,298 | root || INFO | 查询全部老师列表
2026-08-11 15:24:52,542 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:52,550 | root || INFO | 全部老师查询结果：5条
2026-08-11 15:24:54,173 | root || INFO | 查询全部老师列表
2026-08-11 15:24:54,446 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:54,456 | root || INFO | 全部老师查询结果：5条
2026-08-11 15:24:55,286 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 15:24:55,551 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:55,792 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:24:55,810 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:25:18,917 | root || INFO | 查询全部老师列表
2026-08-11 15:25:19,152 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:25:19,158 | root || INFO | 全部老师查询结果：5条
2026-08-11 15:32:33,938 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 15:32:34,288 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:34,519 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:34,527 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:32:35,993 | root || INFO | 查询全部老师列表
2026-08-11 15:32:36,241 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:36,257 | root || INFO | 全部老师查询结果：5条
2026-08-11 15:32:41,900 | root || INFO | 查询全部老师列表
2026-08-11 15:32:42,103 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:42,107 | root || INFO | 全部老师查询结果：5条
2026-08-11 15:32:43,834 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 15:32:44,071 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:44,302 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:44,312 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:32:48,470 | root || INFO | 查询全部老师列表
2026-08-11 15:32:48,702 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:48,709 | root || INFO | 全部老师查询结果：5条
2026-08-11 15:32:55,602 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 15:32:55,848 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:56,089 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:56,102 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:32:57,915 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 15:32:58,137 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:58,392 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:32:58,401 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:33:03,041 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 15:33:03,276 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:33:03,488 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:33:03,495 | root || INFO | 分页查询：第1/1页，4条，共4条
2026-08-11 15:33:13,528 | root || INFO | 分页查询班级，第1页，每页10条
2026-08-11 15:33:13,765 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:33:14,010 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:33:14,024 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:36:51,859 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:36:52,129 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:36:52,181 | root || INFO | 分页查询用户，第1页，每页1条
2026-08-11 15:36:52,401 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:36:52,631 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:36:52,639 | root || INFO | 分页查询：第1/6页，1条，共6条
2026-08-11 15:36:54,399 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 15:36:54,665 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:36:54,930 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:36:54,945 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 15:36:56,302 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 15:36:56,527 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:36:56,753 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:36:56,758 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 15:37:05,859 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 15:37:06,089 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:37:06,328 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:37:06,335 | root || INFO | 分页查询：第1/1页，6条，共6条
2026-08-11 15:37:07,706 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 15:37:07,925 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:37:08,173 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:37:08,180 | root || INFO | 分页查询：第1/1页，5条，共5条
2026-08-11 15:37:08,615 | root || INFO | 分页查询用户，第1页，每页10条
2026-08-11 15:37:08,830 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:37:09,116 | root || INFO | mysql数据库连接成功 host=localhost
2026-08-11 15:37:09,124 | root || INFO | 分页查询：第1/1页，6条，共6条
